longitude,latitude,name,notes
-108.9026,45.5071,Montaqua Mineral Health Resort (MT),CLOSED TO THE PUBLIC. 3566' elevation source was 112F and now is cold and emits natural gas.
-105.2764,35.65227,Montezuma (NM),6709' elevation 138F 6GPM source.
-122.55137,38.39464,Morton (Los Guilicos WS) (CA),361' elevation.
-106.16265,38.73316,Mount Princeton (CO),8166' elevation 133F source.(www.mtprinceton.com)(eMail: information@mtprinceton.com)(Phone: 888-395-7799 or 719-395-2447)(Address: 15870 County Road 162 Nathrop Colorado 81236)
-119.10665,44.4509,Mount Vernon (OR),PRIVATE. 3399' elevation 121F source.
-111.46729,40.52303,Mountain Spa Resort (Midway) (UT),5646' elevation 104F source.
-122.57858,38.57956,Mountain View Spa (CA),348' elevation.
-114.93049,44.2145,Mountain Village Resort (ID),6248' elevation pumped well source. (Phone: 208-774-3661)(Reservation Phone: 1-800-843-5474)
-118.88203,37.23438,Muir Trail Ranch (CA),7680' elevation.
-110.24379,32.33922,Muleshoe (NV),4115' elevation. 91F source.
-110.23823,32.33615,Muleshoe (Hookers) (NV),4103' elevation. 127F source.
-115.37241,42.03549,Murphy (Desert) (ID),5145' elevation 126F source.
-117.154,33.558,Murrietta (CA),1145' elevation. 132F source.
-112.10986,38.63381,Mystic (Monroe)(Cooper) (UT),5458' elevation 169F source. (www.mystichotsprings.com)(Phone: 435-527-3286)(eMail: info@mystichotsprings.com)(Address: 475 E 100 N Monroe UT 84754)
-122.57712,38.58132,Nances (Indian) (CA),358' elevation.
-114.50973,42.34594,Nat Soo Pah (ID),4539' elevation. 97F source. (Phone: 208-655-4337)
-111.683,45.575,Norris (Bear Trap) (MT),4833' elevation 127F 350GPM Source. (www.norrishotsprings.com)(Phone: 406-685-3303)(eMail: info@norrishotsprings.com)
-119.48516,47.3894,Notaras Lodge (WA),1089' elevation. (www.notaraslodge.com)(Phone: 509-246-0462)(Address: 13 Canna st Soap Lake WA 98851)
-116.49867,33.9683,Nurturing Nest (CA DHS),1199' elevation.
-106.05141,36.30599,Ojo Caliente (Arsenic) (NM),6245' elevation 99-113F 350GPM from many sources.
-118.52982,37.80035,Old House at Benton (CA),5636' elevation.
-106.8273,40.48258,Old Town (Heart) (CO),6760' elevation. (www.oldtownhotsprings.org)(Phone:970-879-1828)(Fax: 970-879-1302)(eMail: info@sshra.org)(Address: 136 Lincoln Ave Steamboat Springs CO 80477)(Mail: PO Box 771211 Steamboat Springs CO 80477)
-123.40566,39.23985,Orr (CA),755' elevation 104F source.
-107.73419,38.11908,Orvis (CO),7087' elevation 126F source.
-107.67254,38.02111,Ouray (CO),7797' elevation 156F source.
-107.0108,37.26693,Overlook Hot Springs (CO),7082' elevation 130F from both a well and surface source. (www.overlookhotsprings.com)(Address: 432 Pagosa st. Pagosa Springs CO 81147)(Phone: 970-264-4040)
-107.00963,37.26498,Pagosa (The Spa Motel) (CO),7074' elevation 136F source.
-113.27934,37.18812,Pah Tempe Mineral Resort (Dixie)(Laverkin) (UT),CLOSED TO THE PUBLIC (as of 2013). 3215' elevation 108F Source. (www.pahtempe.com)(Phone: 435-635-2879)
-114.71675,36.72199,Palm Creek Resort (Muddy) (NV),1770' elevation 83F plus source feeding a warm creek. (Phone: 702-865-2777)(eMail: palmcreekranch1@yahoo.com)(Address: 3215 W Warm Springs Rd. Moapa NV 89025)
-116.5455,33.82308,Palm Springs Spa Hotel and Casino Resort (Agua Caliente) (CA),456' elevation 104F source.
-121.367,36.331,Paraiso (Sulphur) (CA),1090' elevation. 98F source.
-120.69134,35.62566,Paso Robles Inn (CA),738' elevation 102F source.
-107.25233,33.12916,Pelican Spa (NM),4254' elevation.
-112.2307,45.8948,Pipestone (MT),CLOSED TO THE PUBLIC. 4560' elevation 135F source.
-108.2001,43.6509,Plaza Hotel (Best Western)(formerly Quality Inn) (WY HSSP),4341' elevation. (www.bestofwyoming.com)(Phone: 1-888-919-9009)(Address: 116 East Park Street Thermopolis WY 82443) (Hot Springs SP)
-116.22747,35.87035,PooHabah (CA),1422' elevation. (www.poohabah.org)(Phone: 760-852-4288)(Mail:  PO Box 29 Tecopa CA 92389)
-111.898,45.5888,Potosi Lodge (MT),CLOSED TO THE PUBLIC. 6147' elevation 124F source.
-114.7872,47.33,Quinns (MT),2588' elevation 120F Source. (www.quinnshotsprings.com)(Phone: 406-826-3150)(Address: 190 Hwy 135 Paradise MT 59856)
-106.926,32.501,Radium (NM),CLOSED AND UNDER CONSTRUCTION (as of 2008). 4037' elevation. 127F source.
-117.94084,44.92988,Radium (OR),3320' elevation 135F source.
-108.195,43.6647,Red Ranch Retreat (WY),4354' elevation 126F source. (Phone: 307-864-3231)(eMail: ktaylor@hotsprings1.org)(Address: 219 E. River Rd Thermopolis WY 82443)
-115.198,45.788,Red River (ID),5010' elevation 131F from 10 sources. (www.redriverhotspringsidaho.com)(eMail: redriverhotsprings@hotmail.com)(Phone: 208-842-2587)(Fax: 208-842-2249)(Address: 3837 Red River Rd Elk City ID 83525)
-119.074,37.618,Reds Meadow (CA),7708' elevation 115F source.
-106.06387,39.16373,Rhodes (CO),CLOSED TO THE PUBLIC (as of 1983). 10181' elevation 77F 250GPM source.
-119.141,44.892,Ritter (OR),2485' elevation 80-106F source. (www.ritterhotsprings.com)(Phone: 541-421-3846 or 509-525-4246)
-120.67233,35.65513,River Oaks (CA),784' elevation.
-107.25021,33.1276,Riverbend (NM),4235' elevation 114F MAX source.
-111.83769,42.16454,Riverdale Resort (ID),4547' elevation 120F well source. (www.riverdaleresort.com)(eMail: info@riverdaleresort.com)(Phone: 208-852-0266)(Fax: 208-852-0032)(Address: 3696 N 1600 E Preston ID 83263)
-112.01622,42.62,Riverside Inn (ID),5044' elevation 133F Well source. (www.riversideinnhotsprings.com)(Phone: 208-776-5504 or toll free: 1-800-733-5504)(Fax: 208-776-5504)(Address: 255 east Portneuf Ave Lava Hot Springs ID 83246)
-122.58,38.57896,Roman Spa (CA),348' elevation.
-109.703,32.75338,Roper Lake Hot Tub (AZ),3135' elevation.
-114.86403,44.10535,Rosalys (Rocky Mountain Ranch) (ID),"6594' elevation. 106F source. (www.idahorocky.com)(Phone: 208-774-3544)(Fax: 208-774-3477)(eMail: info@idahorocky.com)(mail: P.O. Box 9934 Stanley, Idaho 83278)"
-116.353,43.951,Roystone (ID),RESERVATIONS REQUIRED. 2580' elevation. 151F source. (www.roystonehotsprings.com)(Phone: 208-584-3371)(Address: 7880 Highway 52 Sweet ID 83670)
-82.68804,27.99085,Safety Harbor Resort and Spa (FL),15' elevation.
-116.48277,33.95642,Sagewater Spa (CA DHS),1161' elevation.
-116.49701,33.96612,Sahara Spa Motel (CA),1176' elevation.
-106.00923,38.52416,Salida (Poncha) (CO),7142' elevation. (salidarec.com)(eMail: salida.recreation@cityofsalida.com)(Phone: 719-539-6738)(Address: 410 W Rainbow Blvd Salida CO 81201)
-113.836,45.095,Salmon (ID),CLOSED AND FOR SALE (as of 2012). 4950' elevation 113F source. (Phone: 208-756-4449)(Address: 248 Hot Springs Rd Salmon ID 83467)
-116.42555,33.92492,Sams Family Spa Hot Water Resort (CA DHS),1114' elevation.
-105.85525,37.78467,Sand Dunes (CO),7536' elevation. (www.sanddunespool.com)(eMail: sanddunesrec@hotmail.com)(Phone: 719-378-2807)(Fax: 719-378-2806)(Address: 1991 County Road 63 Hooper CO 81136)
-73.20087,42.73978,Sand Springs pool (MA),878' elevation 75F source. AS OF 2013 THIS FACILITY APPEARS TO BE OUT OF OPPERATION BUT UNDER CONTRACT TO BE PURCHASED BY A NON FOR PROFIT. (www.sandspringspool.org)(Phone: 413-458-5205)(eMail: info@sandspringspool.org)(Mail: PO box 800 Williamstown MA 01267)
-106.804,41.45,Saratoga (Hobo Pool) (WY),6790' elevation 129F source. (Phone: 307-326-5417)(Address: 201 S River Saratoga WY 82331)
-106.80127,41.45335,Saratoga Inn and Spa (WY),6791' elevation. (www.saratogaresortandspa.com)(Phone: 1-800-594-0178)(Address: 601 East Pic Pike Road Saratoga Wyoming 82331)
-122.98023,39.17334,Saratoga Springs Retreat Center (CA),1420' elevation.
-115.16762,44.16161,Sawtooth Lodge (Grandjean) (ID),5154' elevation 150F maximum from several sources. (www.sawtoothlodge.com)(Phone: 208-259-3331)(Mail: PO Box 390 Garden Valley ID 83622)
-113.61188,45.01061,Sharky (Tendoy) (ID),5529' elevation 126F source.
-106.3174,37.75027,Shaw (CO),CLOSED TO THE PUBLIC (as of 1983). 7976' elevation. 86F aproximately 40GPM source.
-116.27089,35.97816,Shoshone Inn (CA),1579' elevation 90F source.
-116.27138,35.98107,Shoshone RV Park (CA),1600' elevation 90F source.
-107.25566,33.12949,Sierra Grande Lodge (Sandia)(State)(Truth or Consequences) (NM),4264' elevation 113F Source.
-120.35065,39.58093,Sierra (Campbell) (CA),4964' elevation.
-115.80234,44.32958,Silver Creek Plunge (ID),4545' elevation 102F Source. (www.silvercreekplunge.com)(Phone: 208-739-3400)(Mail: 2345 Sivler Creek Rd Garden Valley ID 83622)
-122.56571,38.58591,Silver Rose Inn (CA),363' elevation.
-107.52869,48.48387,Sleeping Buffalo (MT),2235' elevation 108F well source. (www.sleepingbuffalo.blogspot.com)(Phone: 406-527-3370)(eMail: mthotspring@gmail.com)
-114.004,46.106,Sleeping Child (MT),CLOSED AND FOR SALE (as of 2014). 4761' elevation 122F 530GPM source.
-114.8515,42.72609,Sligars Thousand Springs Resort (ID),2918' elevation 200F source. (www.1000springsresort.com)(Phone: 208-837-4987)(Address: 18734 Hwy 30 Hagerman ID 83332)
-116.92946,33.79804,Soboba (CA),PRIVATE 1615' elevation.
-123.864,47.969,Sol Duc Resort (WA ONP),1633' elevation 128F source at 132 GPM. (www.northolympic.com/solduc)(Phone: 360-327-3583)(Mail: PO Box 2169 Port Angeles WA 98362)
-110.90578,46.54817,Spa Motel (MT),5034' elevation 130F source. (www.spahotsprings.com)(Phone: 406-547-3366)
-116.5455,33.82308,Spa Resort Casino (CA),456' elevation.
-105.85743,37.48934,Splashland (CO),7546' elevation.
-103.47735,43.43054,Springs Bathhouse (SD),3436' elevation 87F source. (www.sbhsmt.com)(Phone: 605-999-0064 or 605-995-0772)(eMail: olawalud@hotmail.com)(Address: 1111 S Miller Ave Mitchell SD 57301)
-108.1957,43.652,Star Plunge (WY HSSP),4341' elevation. (www.starplunge.com)(Phone: 307-864-3771)(Address: 115 Big Springs Drive Thermopolis WY 82443) (Hot Springs SP)
-106.82927,40.48327,Steamboat (Heart) (CO),6751' elevation.
-119.74076,39.38757,Steamboat Villa (NV),4583' elevation 205F source. (www.steamboatsprings.org)(Phone: 775-853-6600)(Address: 16010 S Virginia st Reno NV 89511)
-106.8241,40.52925,Strawberry Park (Hott)(Routt) (CO),7109' elevation 85-105F sources. (www.strawberryhotsprings.com)(Phone: 970-879-0342)(Fax: 970-870-6834)(Address: 44200 CR 36 Steamboat Springs CO 80487)
-111.0001,42.8308,Sulphur Hot Springs (Auburn) (WY),6060' elevation 50-170 from many sources. (www.thesulphursprings.com)(Phone: 307-248-0066)(Address: 1 Auburn-Forest Rd. Auburn WY 83111)
-120.646,42.725,Summer Lake (OR),4265' elevation 109F from 2 sources. (www.summerlakehotsprings.com)(Phone: 541-943-3931)(Address: 28513 Highway 31 Paisley OR 97636)
-108.90069,33.27518,Sundial (NM),5108' elevation.
-120.07799,41.5327,Surprise Valley (CA),4514' elevation 208F source.
-116.49666,33.96865,Swiss Health Resort (CA DHS),1230' elevation.
-120.71756,35.18745,Sycamore Mineral Springs (CA),41' elevation.
-114.6719,47.6103,Symes (MT),2842' elevation 108F Artesian well source. (www.symeshotsprings.com)(Phone: 1-888-305-3106)(209 Wall St. Hot Springs MT 59845)
-121.55063,36.23368,Tassajara Zen Mountain Center (CA),1552' elevation 144F source.
-116.23272,35.87243,Tecopa (CA),1409' elevation 118F source.
-116.23724,35.87139,Tecopa County (CA),1352' elevation. 118F Source.
-116.23157,35.87629,Tecopa Palms RV Park (CA),1404' elevation 118F source.
-116.23303,35.86974,Tecopa Resort (CA),1401' elevation.
-135.217,57.781,Tenakee (AK),2' elevation 109F source. (http://tenakeehotspringslodge.com)(Call: 907-364-3640 or if in Tenakee 907-736-2400)(Mail: 1407 1st Street Douglas AK 99824)(eMail: tenakeehotspringslodge@acsalaska.net)(Fax: 907-364-3461)
-108.1993,43.6522,Tepee Spa (Hellies Tepee Pools) (WY HSSP),4341' elevation 90-105F source. (www.tepeepools.com)(Phone: 307-864-9250)(eMail: info@tepeepools.com)(Address: 144 Tepee St Thermopolis WY 82443) (Hot Springs SP)
-115.98058,44.1512,Terrace Lakes Recreational Ranch (ID),3399' elevation 157F source.
-116.47826,33.95256,The Last Resort (CA),1137' elevation.
-116.48206,33.95592,The Spring Resort and Spa (CA DHS),1156' elevation.
-115.86366,43.81499,The Springs (Warm Springs Resort) (ID),3839' elevation. WARM source. RESERVATIONS ARE HIGHLY SUGGESTED. [HOURS: (Mon 11-22)(Tue CLOSED FOR CLEANING)(Wed 11-22 18yrs+ all day)(Thu 11-22 18yrs+ after 18:00)(Fri 11-22 18yrs+ after 18:00)(Sat 11-22)(Sun 11-22 Family Day)] (www.thespringsid.com)(Phone: 208-392-9500 ext. 0)(Address: 3742 Hwy 21 Idaho City ID 83631)(Mail: P.O. Box 1110 Idaho City ID 83631)(eMail: info@thespringsid.com)
-107.00954,37.26683,The Springs Resort (CO),7074' elevation.(www.pagosahotsprings.com)(Address: 165 Hot Springs Blvd Pagosa Springs CO 81147)(Mail: P.O. Box 1799 Pagosa Springs CO 81147)(Reservations Phone: 800-225-0934)(Front Desk Phone: 970 264-4168)(Bathhouse Phone: 970-264-2284)
-82.26168,27.05851,The Springs Warm Mineral Healing Waters (Big Salt) (FL),10' elevation 87F source at 6250 GPM. (www.warmmineralsprings.com)(Phone: 941-426-1692 or 941-429-0579)(Fax: 941-429-9183)(eMail: warmmineralsprings@yahoo.com)(Address: 12200 San Servando Ave North Port FL 34287)
-105.04609,38.41774,The Well at Brush Creek (CO),5238' elevation.
-119.48323,47.3896,Tolo Vista Motel (WA),1095' elevation. (Phone: 509-246-0413)(Address: 22 Daisy st N Soap Lake WA 98851)(Mail: PO Box 388 Soap Lake WA 98851)
-148.847,65.274,Tolovana (AK),1050' elevation 135F average of many small sources. The airstrip may be used only by obtaining a signed use agreement with Tolovana Hot Springs Ltd. The airstrip is 80' wide by 1500' long with an earth and gravel surface It is oriented due north-south (0-18) There is a wind sock at the strip but currently no other improvements Pilots should use Common Traffic Airport Frequency (CTAF-122.9) Murphy Dome Remote Control Outlet (RCO 122.30) can be reached with handheld radios. (www.tolovanahotsprings.com)(Phone: 907-455-6706)(eMail: tolovanahotsprings@gmail.com)(Mail: Tolovana Hot Springs PO Box 83058 Fairbanks AK 99708)
-106.17075,38.73214,Tree House (CO),8199' elevation 181F. (www.treehousehotspring.com)(eMail: info@treehousehotspring.com)(Phone: 1-800-539-0133 or 719-395-4474)(Address: 16370 CR 162 Nathrop CO 81236)
-107.84785,37.39214,Trimble (Tripp) (Stratten) (CO),6598' elevation 97-111F source. (www.trimblehotsprings.com)(Address: 6475 County Rd 203 Durango CO 81301)(General Information: 1-877-811-7111 or 970-247-0111)(Reservations Phone: 970-247-0212)(eMail: info@trimblehotsprings.com)
-116.24842,33.8411,Turtleback Mesa Bed and Breakfast (CA),1030' elevation.
-116.47191,33.95549,Tuscan Springs (CA DHS),1276' elevation.
-107.67381,38.01947,Twin Peaks Motel (CO),7778' elevation.
-115.696,43.671,Twin Springs Resort (ID),3364' elevation 151F source. (www.twinspringsidaho.com)(Phone: 208-861-1226)(Address: HCR 35 Boise ID 83716)
-116.48722,33.94878,Two Bunch Palms Resort and Spa (CA DHS),968' elevation.
-122.67026,45.63948,Uptown Village Health Center (WA),123' elevation 104F source.
-105.81585,38.19251,Valley View (Orient Land Trust) (CO),8623' elevation 99F source. (www.olt.org/vvhs)(Phone: 719-256-4315)(Address: (Write: PO Box 65 Villa Grove CO 81155-0065)
-113.68682,37.3342,Veyo Pool (UT),4468' elevation 90F source. (www.veyopool.com)(Phone: 435-574-2300)(eMail: veyopool@infowest.com)(Address: 287 E Veyo Rd Veyo UT 84782)
-123.1579,39.16752,Vichy Resort and Inn (CA),818' elevation 85F source. NATURALY CARBONATED
-106.83226,37.74834,Wagon Wheel Gap (4UR Guest Ranch) (CO),8520'elevation. 135F source.
-119.83539,38.98893,Walleys Resort (NV),4696' elevation 160F source. (www.davidwalleys.com)(Phone: 775-782-8155)(Address: 2001 Foothill Rd Genoa NV 89411)(Mail: PO Box 26 Genoa NV 89411)
-82.26168,27.05851,Warm Mineral Springs (FL),10' elevation 87F source. (Phone: 941-426-1692)
-112.78728,46.179,Warm Springs Hospital (MT),CLOSED TO THE PUBLIC. 4823' elevation 172F source.
-116.63416,33.28278,Warner Springs Ranch (CA),3129' elevation 138F source.
-106.50215,38.51343,Waunita Ranch (Upper) (CO),"8964' elevation 176F 500GPM source. (www.waunita.com)(Phone: 970-641-1266)(Address: 8007 County Rd. 887 Gunnison, CO 81230)"
-121.98159,46.75923,WellSpring Spa (WA),1885' elevation.
-122.74677,42.22424,WellSprings (Jackson) (OR),1650' elevation. (www.jacksonwellsprings.com)(Phone: 541-482-3776)(Address: 2253 Highway 99 North Ashland OR 97520)
-105.91224,38.48777,Wellsville (CO),SOAKING PROHIBIBITED (as of 1983). 6911' elevation 91F source.
-119.29004,34.50799,Wheeler (CA),CLOSED TO THE PUBLIC (as of 2013). 1515' elevation.
-110.90526,46.6312,White Sulfur Springs (MT),5032' elevation 136F source. (www.spahotsprings.com)(Phone: 406-547-3366)(Address: 202 W Main St White Sulphur Springs MT 59645)
-122.49357,38.48867,White Sulfur Springs Inn and spa (CA),CLOSED TO THE PUBLIC (as of 2013). 416' elevation.
-118.8107,37.62912,Whitmore (CA),6988' 95F source.
-107.66863,38.02304,Wiesbaden (Ouray) (CO),7837' elevation.
-122.44719,39.02949,Wilbur (CA),2075' elevation 153F source.
-108.20622,33.19692,Wilderness Lodge (Gila) (NM),5574' elevation.
-108.20615,33.19476,Wildwood (Gila) (NM),CLOSED TO THE PUBLIC (as of 2001). 5540' elevation.
-114.5765,47.63629,Wild Horse (Camp Aqua) (MT),2766' elevation 124F Artesian well source. (Some additional info is available from the soakers bible at: www.soakersbible.com/Page.asp?ID=549)(Phone: 406-741-3777)
-121.03653,40.02027,Woodys Feather River (CA),CLOSED TO THE PUBLIC (as of 2011). 2891' elevation 90-102F source.
-108.1969,43.6523,Wyoming State bathhouse (WY HSSP),4360' elevation 104F source. (wyoparks.state.wy.us/Site/SiteInfo.asp?siteID=9)(Phone: 307-864-2176) (Hot Springs SP)
-116.48377,33.95685,Yamakazi Onsen Miracle Hills (CA DHS),1157' elevation.
-107.32111,39.55022,Yampah Spa and Vapor Caves (Glenwood) (CO),5757' elevation. (www.yampahspa.com)(eMail: info@yampahspa.com)(Phone: 970-945-0667)(Address: 709 E Sixth st Glenwood Springs CO 81601)
-116.28561,45.03583,Zims (ID),3829' elevation 151F artesian well source 144F origional natural source. (Phone: 208-347-9447)(Mail: PO Box 314 New Meadows ID 83654)(Address: 2995 Zims Rd New Meadows ID 83654)
